1,0.59775,0.67717,0.22638,0.53261,0.15071,0.54995,0.3638,0.51598,0.29419,0.67871,0.31956,0.65094,0.4398,0.55752,0.31342,0.41214,0.403,0.66396,0.47616,-0.04919,0.32752,0.28261,0.38589,0.11074,0.23572,0.14819,0.030361,0.29609,0.23838,0.13606,0.37877,0.53703,0.38495,0.46531,0.18473,0.20211,0.38781,0.2628,0.20833,-0.052177,0.17593,0.59775,0.41858,0.46199,0.29848,0.59143,0.48489,0.38269,0.26129,0.46243,0.22084,0.45733,0.40226,0.52628,0.54468,0.67235,0.45364,0.57804,0.20876,0.63398,0.29229,0.29667,0.33196,0.42876,0.32906,0.41328,0.16555,0.61731,0.3074,0.49372,0.45707,0.45874,0.38466,0.46486,0.42941,0.32882,0.12466,0.1565,0.32991,0.42176,0.41456,0.27151,0.31711,0.57543,0.39332,0.40317,0.46745,0.48773,0.47891,0.3881,0.45159,0.25688,0.46789,0.30439,0.25332,0.5941,0.61998,0.47156,0.61517,0.26371,0.42948,0.48334,0.4139,0.45284,0.33298,0.2708,0.23848,0.31464,0.20722,0.085216,0.51825,0.29227,0.30393,0.098579,-0.31019
0.59775,1,0.40676,0.44196,0.34211,0.38711,0.42838,0.54141,0.37624,0.35098,0.61678,0.66914,0.48867,0.58144,0.49092,0.49505,0.74906,0.75532,0.7454,0.84883,0.26318,0.35796,-0.16189,0.36481,0.26156,0.35159,0.26427,0.27229,0.66749,0.71335,0.52491,0.54916,0.71751,0.71639,0.23,0.36162,0.1334,0.27361,0.17937,-0.1542,-0.082579,-0.11908,0.56055,0.47383,0.46619,0.4431,0.5051,0.53194,0.5498,0.48711,0.34197,0.3336,0.3675,0.15943,0.26935,0.37094,0.78333,0.82412,0.73958,0.60561,0.63771,0.6638,0.76989,0.79962,0.16191,0.50863,0.41001,0.19499,0.54312,0.48735,0.37602,0.52515,0.52991,0.57868,0.53228,0.49102,0.50806,0.41888,0.50786,0.63232,0.69962,0.73644,0.34858,0.2585,0.40499,0.37525,0.13858,0.1709,0.25181,0.27033,0.30875,0.073157,0.20056,0.20947,-0.10071,-0.23212,0.56973,0.40701,0.55383,0.46671,0.44556,0.3931,0.68956,0.62367,0.46674,0.44467,0.59333,0.25882,-0.06672,-0.051206,0.35103,0.40999,0.34397,0.44327,0.32711,-0.52443
0.67717,0.40676,1,0.50453,0.45757,0.24938,0.84808,0.54052,0.56362,0.29534,0.45451,0.17044,0.53107,0.30243,0.4355,0.20986,0.22843,0.26112,0.59956,0.3171,-0.1677,0.24675,0.27354,0.53814,0.22806,0.35477,0.10333,0.048757,0.12545,0.075118,0.25739,0.47808,0.4051,0.2464,0.53208,0.21414,0.13272,0.3679,0.26163,0.17169,-0.16443,0.09267,0.73355,0.55377,0.52032,0.4118,0.69031,0.5549,0.33031,0.37234,0.63015,0.39251,0.48129,0.46567,0.61813,0.62178,0.42559,0.25107,0.54717,0.1614,0.505,0.19877,0.18582,0.1941,0.51258,0.31249,0.65413,0.31891,0.53295,0.15874,0.4465,0.48462,0.36796,0.34567,0.41065,0.4226,0.27203,0.088543,0.074675,0.1921,0.2383,0.2738,0.033813,0.1323,0.45126,0.30025,0.22236,0.31234,0.54923,0.45496,0.63734,0.64265,0.58117,0.67714,0.18968,0.16794,0.63185,0.53606,0.63989,0.70282,0.36567,0.5938,0.53131,0.56357,0.52435,0.41614,0.34658,0.24066,0.28852,0.041545,0.072872,0.65445,0.57318,0.42901,0.29222,-0.1667
0.22638,0.44196,0.50453,1,0.20883,0.45048,0.49274,0.77752,0.34185,0.38781,0.18842,0.38485,0.12813,0.38484,0.11363,0.34154,0.26457,0.3231,0.33548,0.38142,0.089362,0.29442,-0.0070548,0.61033,0.50444,0.50331,0.19827,0.31409,0.21282,0.27542,0.42257,0.5864,0.4747,0.55221,0.43932,0.52935,0.19276,0.42227,0.2847,0.084258,0.06387,0.020164,0.56105,0.6192,0.48231,0.71636,0.40077,0.50916,0.32525,0.542,0.56679,0.67231,0.29655,0.21057,0.31035,0.32891,0.43405,0.33501,0.46526,0.53134,0.37283,0.41283,0.33044,0.32435,0.27424,0.62719,0.68973,0.71666,0.38118,0.28749,0.33884,0.50245,0.42722,0.51293,0.42451,0.37702,0.36949,0.3127,0.25414,0.29348,0.32842,0.3485,0.12704,0.20284,0.25155,0.4647,0.095772,0.30211,0.27452,0.41634,0.4784,0.20766,0.5372,0.29757,-0.079759,-0.1216,0.4249,0.38271,0.48403,0.31144,0.46912,0.47271,0.51325,0.50334,0.58029,0.36286,0.59728,0.12841,0.01746,-0.0045042,0.27224,0.23386,0.3516,0.35851,0.14833,-0.13962
0.53261,0.34211,0.45757,0.20883,1,0.57531,0.28462,0.19915,0.69204,0.57842,0.25313,0.10928,0.32186,0.18427,0.58167,0.57672,0.33381,0.26015,0.37032,0.42451,0.25632,0.60341,0.40149,0.2734,0.35827,0.44433,0.45722,0.33471,0.25469,0.26225,0.01093,0.17371,0.35519,0.36446,0.33267,0.36245,0.41077,0.60686,0.47721,0.39977,0.27568,0.4086,0.52798,0.42621,0.47113,0.46481,0.46961,0.44717,0.36228,0.2699,0.56149,0.38116,0.51998,0.48636,0.57328,0.62945,0.49902,0.31868,0.3279,0.22309,0.31648,0.11509,0.19497,0.25272,0.2377,0.19072,0.4855,0.40064,0.4459,0.3018,0.45433,0.40621,0.49976,0.47405,0.58767,0.55351,0.34915,0.18422,0.12536,0.29595,0.43285,0.46886,0.52971,0.57214,0.70009,0.59266,0.58374,0.57714,0.71038,0.6434,0.35836,0.33069,0.33401,0.33986,0.22525,0.1936,0.3471,0.60855,0.49685,0.50845,0.23887,0.27216,0.30269,0.34048,0.61599,0.39038,0.25303,-0.27769,0.22673,0.434,0.27628,0.19548,0.2791,0.27791,0.12629,-0.24105
0.15071,0.38711,0.24938,0.45048,0.57531,1,0.2368,0.45042,0.42437,0.85046,0.11721,0.30055,0.10729,0.21754,0.42368,0.62951,0.3966,0.38845,0.1917,0.45418,0.43327,0.56177,-0.17874,0.24916,0.57813,0.66012,0.62046,0.83076,0.36265,0.41368,0.34141,0.4026,0.41065,0.51529,0.15201,0.51235,0.16425,0.42424,0.23551,0.029457,0.14353,0.037457,0.44564,0.47327,0.42258,0.56757,0.35562,0.43724,0.49466,0.42504,0.43566,0.48834,0.4227,0.34874,0.29997,0.43481,0.45852,0.4466,0.27817,0.34599,0.26281,0.38552,0.4548,0.49598,-0.080726,0.37075,0.34591,0.34122,0.10152,0.26839,0.3669,0.49689,0.44457,0.47611,0.53952,0.51243,0.44111,0.39558,0.29864,0.4147,0.46633,0.4929,0.30667,0.29072,0.2443,0.40834,0.069858,0.16386,0.24109,0.47868,0.2581,0.10861,0.27518,0.11191,-0.17699,-0.21269,0.24318,0.30412,0.43701,0.32217,0.24505,0.27344,0.38666,0.43278,0.49789,0.29083,0.4603,-0.15747,-0.081883,0.073497,0.38919,0.18057,0.26078,0.37626,0.24505,-0.23747
0.54995,0.42838,0.84808,0.49274,0.28462,0.2368,1,0.68898,0.57248,0.27599,0.53651,0.29256,0.5724,0.3088,0.40184,0.2008,0.32351,0.35233,0.63438,0.36224,-0.19888,0.11591,0.033435,0.46896,0.12598,0.23742,-0.068789,-0.011299,0.24624,0.1751,0.35661,0.52364,0.44468,0.27132,0.40114,0.15677,-0.024769,0.15339,-0.014032,-0.13197,-0.3248,-0.1821,0.55547,0.45936,0.50234,0.39964,0.60017,0.45397,0.38496,0.42282,0.51994,0.37255,0.35247,0.33837,0.36637,0.43271,0.33684,0.20008,0.58221,0.14458,0.53876,0.2796,0.29606,0.30753,0.57874,0.42775,0.60436,0.23089,0.3874,0.18237,0.3508,0.47415,0.34646,0.31443,0.37742,0.35872,0.29384,0.17129,0.14341,0.22949,0.22434,0.28713,-0.10606,-0.019006,0.25959,0.15697,-0.057362,0.06238,0.31125,0.27372,0.61013,0.57114,0.56401,0.69814,-0.04294,-0.051383,0.50057,0.33469,0.56453,0.62857,0.45128,0.68949,0.53362,0.61157,0.41407,0.39302,0.39696,0.37951,0.13987,-0.21014,0.085806,0.56536,0.52012,0.39574,0.2468,-0.20561
0.3638,0.54141,0.54052,0.77752,0.19915,0.45042,0.68898,1,0.36809,0.48739,0.38917,0.52482,0.36488,0.55393,0.19344,0.30165,0.3791,0.39707,0.43089,0.42653,-0.089392,0.22145,-0.23454,0.56015,0.32398,0.47812,0.099507,0.25945,0.29745,0.34086,0.40783,0.65587,0.57867,0.55803,0.29722,0.37946,-0.109,0.22561,-0.071668,-0.1245,-0.2896,-0.15981,0.46726,0.54497,0.52121,0.68563,0.44189,0.44039,0.41652,0.55338,0.39033,0.53056,0.30909,0.21227,0.26664,0.33045,0.49506,0.30321,0.62605,0.47115,0.61223,0.59513,0.43599,0.48427,0.38131,0.77796,0.57345,0.50704,0.36354,0.17071,0.24813,0.46498,0.45952,0.47815,0.41864,0.42371,0.27594,0.18292,0.15847,0.23622,0.25711,0.33985,-0.048888,0.14184,0.078197,0.3022,-0.068363,0.13723,0.15955,0.40241,0.56647,0.38944,0.54383,0.37174,-0.056898,-0.070317,0.44664,0.31372,0.57111,0.44132,0.54178,0.58793,0.61956,0.60703,0.45297,0.23898,0.6371,0.37636,0.14883,-0.16565,0.026004,0.44443,0.38974,0.33652,0.068619,-0.21163
0.51598,0.37624,0.56362,0.34185,0.69204,0.42437,0.57248,0.36809,1,0.47507,0.39047,0.23319,0.42027,0.16774,0.5962,0.49586,0.43007,0.42936,0.52743,0.45154,0.098187,0.39575,0.28821,0.38704,0.25833,0.33408,0.13319,0.10806,0.38272,0.31123,0.15221,0.29744,0.39,0.34009,0.31477,0.30296,0.28542,0.43708,0.33324,0.18066,0.12891,0.18025,0.58777,0.41912,0.48956,0.45715,0.51964,0.48601,0.39742,0.40308,0.53709,0.41891,0.43333,0.45221,0.462,0.54213,0.42509,0.27104,0.44104,0.16472,0.34093,0.14929,0.20512,0.2635,0.3448,0.30461,0.47911,0.32862,0.44679,0.29701,0.52708,0.48856,0.47618,0.43132,0.52532,0.46325,0.46514,0.31957,0.28021,0.36095,0.48177,0.51416,0.27843,0.41375,0.58683,0.44517,0.31736,0.36608,0.51407,0.46599,0.38432,0.33637,0.36632,0.43605,0.062007,-0.0048571,0.37075,0.4615,0.49845,0.53249,0.30555,0.39965,0.35299,0.38328,0.54463,0.4433,0.34099,-0.18348,0.056994,0.16677,0.32595,0.23241,0.30165,0.42003,0.26403,-0.18957
0.29419,0.35098,0.29534,0.38781,0.57842,0.85046,0.27599,0.48739,0.47507,1,0.2201,0.33836,0.2497,0.38947,0.47313,0.59686,0.33316,0.37675,0.16339,0.3334,0.27534,0.55617,-0.10302,0.24656,0.60332,0.69791,0.6015,0.73525,0.24061,0.2675,0.12413,0.25509,0.42542,0.45535,0.22865,0.38919,0.12022,0.45272,0.18521,0.099413,0.14476,0.075993,0.45975,0.48493,0.49527,0.55168,0.43049,0.47007,0.49834,0.39624,0.44579,0.5041,0.42821,0.39486,0.33786,0.48594,0.45175,0.37873,0.29084,0.25607,0.3326,0.39602,0.2688,0.4329,0.083143,0.44743,0.32435,0.33347,0.13838,0.14178,0.33318,0.40681,0.43456,0.44553,0.51289,0.57708,0.3863,0.28788,0.22797,0.32444,0.36513,0.41491,0.18816,0.33061,0.28891,0.43463,0.09465,0.27579,0.30514,0.59845,0.27383,0.22022,0.25696,0.12496,-0.058533,-0.066603,0.27482,0.35603,0.40281,0.3348,0.17145,0.27129,0.34928,0.38518,0.46339,0.22103,0.40534,-0.10138,0.07428,0.12406,0.24612,0.18732,0.29152,0.33504,0.18635,-0.23989
