,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.006458800000000001,0.0034183,-0.25793,-0.25539,-0.10039,0.22779000000000002,-0.0039705,-0.0055256,-0.0003815,-0.010633,0.0050382,-0.0092074,0.0091117,-0.22862,0.0090062,0.012062,-0.00050664,-0.18634,-0.18111,-0.2662,-0.0032591,-0.0035056999999999996,-0.27414,-0.27747,0.0013170999999999999,-0.016547
1,0.006458800000000001,0.0034183,-0.25793,-0.25539,-0.10039,0.22779000000000002,-0.0039705,-0.0055256,-0.0003815,-0.010633,0.0050382,-0.0092074,0.0091117,-0.22862,0.0090062,0.012062,-0.00050664,-0.18634,-0.18111,-0.2662,-0.0032591,-0.0035056999999999996,-0.27414,-0.27747,0.0013170999999999999,-0.016547
2,0.006458800000000001,0.0034183,-0.25793,-0.25539,-0.10039,0.22779000000000002,-0.0039705,-0.0055256,-0.0003815,-0.010633,0.0050382,-0.0092074,0.0091117,-0.22862,0.0090062,0.012062,-0.00050664,-0.18634,-0.18111,-0.2662,-0.0032591,-0.0035056999999999996,-0.27414,-0.27747,0.0013170999999999999,-0.016547
3,0.006458800000000001,0.0034183,-0.25793,-0.25539,-0.10039,0.22779000000000002,-0.0039705,-0.0055256,-0.0003815,-0.010633,0.0050382,-0.0092074,0.0091117,-0.22862,0.0090062,0.012062,-0.00050664,-0.18634,-0.18111,-0.2662,-0.0032591,-0.0035056999999999996,-0.27414,-0.27747,0.0013170999999999999,-0.016547
4,0.006458800000000001,0.002408,-0.25793,-0.25539,-0.099714,0.22839,-0.005024600000000001,-0.0032049999999999995,-0.0016651,-0.0094017,0.0050382,-0.0079428,0.0091117,-0.22862,0.0090062,0.010835,-0.0020391,-0.18661,-0.18111,-0.2662,-0.0044218999999999994,-0.0048744999999999995,-0.2748,-0.27781999999999996,0.00031923,-0.015159
5,0.0042968,-0.014083000000000002,-0.25789,-0.2554,-0.088715,0.2382,-0.021105000000000002,0.033698,-0.023796,0.01069,0.0050382,0.01022,0.011921,-0.22978,0.010237000000000001,-0.010428,-0.029342,-0.191,-0.18135,-0.26585,-0.023261,-0.027214999999999996,-0.28558,-0.28293,-0.015968,0.010129
6,-0.030992000000000002,-0.037018999999999996,-0.25556,-0.25761,-0.074145,0.25205,-0.028793,0.07047,-0.07206900000000001,0.038633999999999995,0.0050382,-0.00030791,0.056449,-0.24936999999999998,0.030256,-0.058329,-0.10028,-0.1971,-0.1853,-0.26047,-0.047383,-0.05979500000000001,-0.30051,-0.28035,-0.037332,0.08441699999999999
7,-0.08126799999999999,-0.038375,-0.24700999999999998,-0.26613000000000003,-0.065785,0.24498000000000003,-0.03792,0.048945999999999996,-0.09966799999999999,0.037712,0.0041193,-0.035316,0.096961,-0.28541,0.058239,-0.086663,-0.13171,-0.19691,-0.1908,-0.25819000000000003,-0.043433,-0.083549,-0.30059,-0.26573,-0.017544,0.14302
8,-0.10248,-0.041749,-0.24485,-0.27052,-0.07410599999999999,0.22433000000000003,-0.069262,0.0131,-0.11302000000000001,-0.00048923,-0.00996,-0.0096252,0.04401,-0.2993,0.075761,-0.0685,-0.064884,-0.18865,-0.19112,-0.26558000000000004,-0.0054891,-0.07724199999999999,-0.29081,-0.26083,0.013452,0.099686
9,-0.11822,-0.06805800000000001,-0.25706,-0.26857,-0.11329000000000002,0.21566999999999997,-0.071381,-0.0068113,-0.10709,-0.031646,-0.014903,0.037613,-0.010589,-0.29186999999999996,0.062094,0.00037658,-0.0032709,-0.17837999999999998,-0.19179000000000002,-0.27078,0.07197100000000001,-0.030132,-0.28665,-0.27726999999999996,0.047719,-0.031852
10,-0.16299,-0.082575,-0.26102,-0.26855,-0.16767,0.21101,-0.04798,-0.016602000000000002,-0.051504999999999995,-0.021818,0.021636000000000002,0.084897,0.022697,-0.29862,-0.025478,0.094011,-0.019551,-0.16793,-0.19769,-0.27664,0.13248,0.0050815,-0.28915,-0.30988000000000004,0.098846,-0.13993
11,-0.1809,-0.06315,-0.24106999999999998,-0.26073,-0.18723,0.20453,-0.042145,0.00068095,0.034372,0.007654899999999999,0.071506,0.12327,0.077645,-0.30777,-0.11367000000000001,0.13687,-0.056215999999999995,-0.16360999999999998,-0.19707,-0.28256,0.11903,0.013696999999999999,-0.29207,-0.32902,0.12624000000000002,-0.10480999999999999
12,-0.11669000000000002,-0.038387,-0.24081999999999998,-0.25131,-0.1423,0.2084,-0.055117,0.037105,0.092047,0.050011,0.08694500000000001,0.12432,0.10205,-0.29045,-0.11699999999999999,0.12752,-0.093294,-0.17625,-0.18667,-0.26995,0.068601,0.0095163,-0.2882,-0.32053000000000004,0.13592,0.023732
13,-0.060147000000000006,-0.025567,-0.25643,-0.24875,-0.099242,0.22676999999999997,-0.071517,0.047622000000000005,0.088661,0.05712999999999999,0.059151999999999996,0.10497000000000001,0.084123,-0.26161999999999996,-0.06421,0.082102,-0.12650999999999998,-0.18485,-0.17895999999999998,-0.25308,0.042133,0.0010527999999999998,-0.27705,-0.30159,0.10213,0.098802
14,-0.06519,0.0045231,-0.26375,-0.25131,-0.099411,0.24544000000000002,-0.093641,0.0096947,0.077265,0.011186,0.011456000000000001,0.05915499999999999,0.054092999999999995,-0.25098000000000004,0.0097828,0.019207,-0.11012999999999999,-0.18675,-0.17689000000000002,-0.25374,0.047125,-0.0022405999999999997,-0.27471999999999996,-0.28471,0.021993000000000002,0.084415
15,-0.07594400000000001,0.039262,-0.26394,-0.25349,-0.11800000000000001,0.23897,-0.10617,-0.016618,0.058253,-0.040773000000000004,-0.030122000000000003,0.021965000000000002,0.042755,-0.25344,0.063725,0.0042856000000000005,-0.058332,-0.19888,-0.16899,-0.25095,0.039501,-0.0050837,-0.28686999999999996,-0.27679000000000004,-0.061145000000000005,0.035671
16,-0.060302999999999995,0.028023000000000003,-0.26261999999999996,-0.25504,-0.13849,0.21209,-0.09652000000000001,0.016412,0.027599000000000002,-0.092467,-0.062511,-0.0015370999999999998,0.0091666,-0.24965,0.075087,0.026011000000000003,0.0010272,-0.19958,-0.15835,-0.23936999999999997,0.020947,0.017238999999999997,-0.2968,-0.27899,-0.12280999999999999,-0.0048514
17,-0.030444,0.0040567,-0.26047,-0.25718,-0.14894000000000002,0.20159000000000002,-0.10004,0.071734,0.0088484,-0.10994000000000001,-0.080746,-0.013072,-0.055732000000000004,-0.251,0.095493,0.07006699999999999,0.063825,-0.18561,-0.1595,-0.24565,-0.013228,0.043505,-0.29972,-0.29261,-0.1466,-0.070686
18,-0.028566,-0.0060146,-0.25679,-0.25695,-0.14164000000000002,0.22271999999999997,-0.081177,0.092736,-0.022232,-0.068077,-0.012728,-0.011465000000000001,-0.11310999999999999,-0.26754,0.14756,0.12863,0.11671,-0.18024,-0.16829000000000002,-0.26443,-0.070714,0.022949,-0.29266,-0.3064,-0.12358,-0.13599
19,-0.038737,-0.023071,-0.25818,-0.25509,-0.09740599999999999,0.24816,-0.028668,0.072134,-0.065742,-0.0043069,0.11638,-0.012015999999999999,-0.16325,-0.27602,0.14553,0.13157,0.12817,-0.19072,-0.17539000000000002,-0.27471,-0.10153999999999999,-0.022244999999999997,-0.27264,-0.30351999999999996,-0.029958,-0.13013
20,-0.035226,-0.011269,-0.258,-0.24656999999999998,-0.05834299999999999,0.25326,0.02216,0.033998,-0.092447,0.021986000000000002,0.18513,-0.010418,-0.17912999999999998,-0.26511999999999997,0.092085,0.089723,0.072477,-0.1967,-0.1759,-0.28494,-0.083606,-0.054929,-0.25485,-0.27671,0.070534,-0.084746
21,-0.018722,0.0248,-0.25792,-0.24366,-0.043322,0.25472,0.012081999999999999,0.0035222,-0.050748,0.031699,0.15145999999999998,-0.031394,-0.11585999999999999,-0.24720999999999999,0.060566999999999996,0.058669000000000006,0.023701,-0.18978,-0.17225,-0.29802,-0.045801,-0.08807899999999999,-0.25289,-0.24927,0.092654,-0.044383
22,-0.017688,0.065575,-0.25997,-0.25278,-0.027611,0.25783,-0.064179,-0.0025669,0.013741999999999999,0.061646000000000006,0.055688999999999995,-0.078689,0.020966,-0.23444,0.060159000000000004,0.040645,0.0043059,-0.18477000000000002,-0.17312,-0.28376,-0.036912,-0.081403,-0.24966999999999998,-0.23967,0.029855,-0.019237
23,-0.015484,0.092928,-0.2701,-0.24856,-0.013262999999999999,0.25158,-0.12758,0.0084389,0.061517999999999996,0.078981,-0.006428399999999999,-0.10661,0.12447000000000001,-0.21744000000000002,0.050695,0.041464999999999995,-0.00059191,-0.17507,-0.18012,-0.25321,-0.049206,-0.031791,-0.23694,-0.24235,0.0011497999999999999,0.010206999999999999
24,0.009353,0.076144,-0.28478000000000003,-0.22307,-0.0036282,0.24973,-0.14048,0.0032256,0.11905999999999999,0.08069,-0.026392000000000002,-0.08796699999999999,0.083612,-0.19337000000000001,0.032872000000000005,0.032060000000000005,0.033138,-0.1627,-0.18955999999999998,-0.23073000000000002,-0.045081,0.0027238,-0.23279,-0.25416,0.043935,0.038293
25,0.023674,0.023375999999999997,-0.29236,-0.21583000000000002,-0.013363,0.26378,-0.13516,0.010669,0.17244,0.078304,-0.048372000000000005,-0.030764999999999997,-0.051687000000000004,-0.19136,0.060947,-0.016309999999999998,0.009995799999999999,-0.16372,-0.19103,-0.21986999999999998,-0.03073,-0.010839,-0.23954,-0.26707,0.055146,0.013854
26,0.002614,-0.065859,-0.27588,-0.22155,-0.030033999999999998,0.27281,-0.11147,0.032349,0.16724,0.073034,-0.07232999999999999,0.044351,-0.13314,-0.21591,0.086048,-0.059249,-0.075507,-0.17244,-0.17962999999999998,-0.22221,-0.035116,-0.059253999999999994,-0.24570999999999998,-0.27985,0.030788999999999997,-0.032012
27,0.0020794,-0.12712,-0.23806999999999998,-0.22546,-0.056544000000000004,0.26211,-0.050806,0.038057,0.12785,0.096683,-0.088056,0.069049,-0.11932999999999999,-0.24334,0.035098000000000004,-0.043496,-0.1057,-0.17627,-0.16823,-0.23138000000000003,-0.051422,-0.020697,-0.24983000000000002,-0.27875,0.0084689,-0.075297
28,0.041365,-0.11208,-0.20445,-0.23586999999999997,-0.10772000000000001,0.23624,0.017557,0.030872000000000004,0.093539,0.12452,-0.08834,0.031068000000000002,-0.042735,-0.26205,-0.02335,-0.0064632000000000005,-0.092739,-0.17412,-0.17057999999999998,-0.25174,-0.044321,0.10925,-0.25348000000000004,-0.27354,-0.0017835000000000001,-0.10275
29,0.040021,-0.046514,-0.20539000000000002,-0.23346,-0.14704,0.21151999999999999,0.058426,0.022569,0.05664400000000001,0.12177,-0.027034,-0.0092995,0.033497000000000006,-0.27119,-0.035538,-0.0041781000000000006,-0.037406,-0.17238,-0.17709,-0.26655999999999996,0.012558,0.18051,-0.26992,-0.28418000000000004,-0.020943,-0.085974
30,-0.029925999999999998,0.040242,-0.24189000000000002,-0.21923,-0.16285,0.19505999999999998,0.079106,0.011132,0.0044678,0.1006,0.088088,-0.026079,0.06403400000000001,-0.28263,-0.039682,-0.008946299999999999,0.035713999999999996,-0.17507999999999999,-0.17656,-0.26419000000000004,0.06104,0.18004,-0.27581999999999995,-0.28973000000000004,-0.024311000000000003,-0.045876
31,-0.089706,0.12255,-0.26983,-0.2127,-0.16359,0.18795,0.10336,-0.0034840000000000006,-0.036244,0.059927999999999995,0.12434,-0.024441,0.032237,-0.28397,-0.07843,-0.0012819,0.08032,-0.17898,-0.16824,-0.25027,0.045357999999999996,0.16516,-0.26413000000000003,-0.2863,-0.0079449,0.005991300000000001
32,-0.10113,0.19114,-0.26557,-0.2329,-0.14626,0.19816,0.14568,0.0033003999999999998,-0.0021038,0.023018,0.064444,-0.017363,-0.048286,-0.27729000000000004,-0.13856,0.028572000000000004,0.090697,-0.17903,-0.15799000000000002,-0.22829000000000002,0.030933999999999996,0.13689,-0.26353000000000004,-0.2655,-0.02162,0.046812
33,-0.071849,0.21406999999999998,-0.24531,-0.26322,-0.13415,0.20805,0.18004,-0.013637999999999999,0.084111,0.018346,0.0026268,-0.005632,-0.10181,-0.27111999999999997,-0.15353,0.07700900000000001,0.078426,-0.17976,-0.15111,-0.22238000000000002,0.020625,0.080617,-0.25815,-0.2444,-0.052917,0.046588
34,-0.018615,0.17655,-0.23554,-0.28302,-0.11863,0.21365,0.17109000000000002,-0.070048,0.12322000000000001,0.058359,-0.019599000000000002,0.0029581,-0.10947,-0.24305,-0.14481,0.066498,0.072978,-0.18233,-0.14255,-0.22965,-0.03316,0.0061702,-0.24163,-0.24061999999999997,-0.10995,0.04342
35,0.021458,0.09281,-0.20968,-0.25569000000000003,-0.08275700000000001,0.14735,0.12767,-0.11624000000000001,0.07923,0.10765999999999999,-0.040769,-0.0021620999999999997,-0.11557,-0.14422000000000001,-0.14467,-0.017482,0.051577,-0.1835,-0.12827,-0.17344,-0.080679,-0.0095116,-0.15463,-0.16889,-0.16082,0.046497000000000004
36,0.044447,0.048928,-0.072511,-0.12943,-0.053654999999999994,-0.035648,0.091833,-0.15079,0.0184,0.11631,-0.074478,-0.041456,-0.08743200000000001,0.038896,-0.10518,-0.062584,0.020309,-0.17242000000000002,-0.11742999999999999,-0.0073771,-0.096702,0.034997,0.027202999999999998,0.0049026,-0.15649000000000002,0.033807
37,0.077274,0.07469400000000001,0.12900999999999999,0.037659,-0.055739,-0.21841,0.037121,-0.12749000000000002,-0.013765000000000001,0.083218,-0.08544600000000001,-0.057217,-0.020638,0.21128000000000002,-0.052298000000000004,-0.06754299999999999,-8.36e-05,-0.15113,-0.12997999999999998,0.1716,-0.08860599999999999,0.053752999999999995,0.20044,0.19102,-0.12512,-0.015461
38,0.0938,0.077142,0.26864,0.17488,-0.087159,-0.32850999999999997,-0.01769,-0.075222,-0.058221,0.053663,-0.097384,0.010415,0.044404,0.31564000000000003,0.0072846000000000004,-0.087003,-0.012045,-0.14184000000000002,-0.15274000000000001,0.26844,-0.064297,0.022218,0.31569,0.31694,-0.09403500000000001,-0.090942
39,0.07900700000000001,0.027264999999999998,0.31575,0.26469000000000004,-0.10753,-0.37005,-0.019196,-0.057232000000000005,-0.068151,0.06449099999999999,-0.10262,0.029485,0.060319000000000005,0.36764,0.032919,-0.07370700000000001,0.026487,-0.14725,-0.15941,0.29848,-0.013327,-0.047351,0.36834,0.37087,-0.059555,-0.10565999999999999
40,0.044838,-0.01847,0.31164000000000003,0.29861,-0.07646,-0.37361,0.016867,-0.056464,-0.022425999999999998,0.078685,-0.034169,-0.048811,0.022885,0.38569000000000003,0.052261,-0.01556,0.081577,-0.16627999999999998,-0.16049000000000002,0.30228,0.038624,-0.10004,0.37737,0.36963,-0.006266,-0.050578
41,-0.0097071,0.005533,0.29251,0.2836,-0.034873,-0.36489,0.033017000000000005,-0.039274,0.03149,0.081434,0.0572,-0.12908,-0.0029562,0.38648000000000005,0.09149,0.043913,0.06579600000000001,-0.182,-0.17881,0.28238,0.06519900000000001,-0.11584000000000001,0.36673,0.35241,0.0025358,0.013438
42,-0.050836,0.049345,0.27359,0.25603000000000004,-0.019755,-0.36148,0.059496,0.031114,0.084718,0.076214,0.063274,-0.16854,0.011328,0.37256,0.088469,0.037763,0.00094186,-0.18499000000000002,-0.20301,0.25422,0.05821900000000001,-0.095513,0.35186,0.34867,-0.044936000000000004,0.052944000000000005
43,-0.030204,0.10359000000000002,0.26248,0.25479,-0.027410000000000004,-0.37469,0.11435999999999999,0.06500399999999999,0.089653,0.030501999999999998,-0.030527,-0.17496,0.048276,0.35885,0.058258000000000004,-0.035144,-0.033931,-0.19255,-0.20795,0.25713,0.016876,-0.008714399999999999,0.35502,0.35525,-0.061546000000000003,0.022958000000000003
44,0.0017636,0.14637999999999998,0.25186,0.26571999999999996,-0.064488,-0.37498000000000004,0.11292,0.055713,0.042020999999999996,-0.049797,-0.1269,-0.13416,0.08456799999999999,0.33976,0.028914999999999996,-0.10008,-0.050606,-0.19983,-0.19962,0.27066,-0.014783000000000001,0.083138,0.35529,0.35799000000000003,-0.027088,-0.03537
45,0.014644999999999998,0.12092,0.25081,0.27766,-0.096206,-0.3756,0.014339,0.022928,-0.036747,-0.09942100000000001,-0.17920999999999998,-0.045087999999999996,0.099875,0.31178,0.027648000000000002,-0.10107000000000001,-0.079113,-0.19947,-0.19824,0.2718,-0.020288999999999998,0.15672,0.34815999999999997,0.36256,0.002771,-0.018033
46,-0.0029521,0.10242000000000001,0.26206999999999997,0.27849,-0.09750700000000001,-0.40281999999999996,-0.10226,-0.059461,-0.083325,-0.089603,-0.19780999999999999,0.047794,0.084077,0.30637,0.024444,-0.055782000000000005,-0.093045,-0.19798,-0.19860999999999998,0.25911999999999996,-0.016457,0.1797,0.35505,0.36332,0.018065,0.07148
47,-0.027551999999999997,0.11500999999999999,0.27793,0.27726999999999996,-0.090334,-0.40998999999999997,-0.14271,-0.10812999999999999,-0.033783999999999995,-0.055884,-0.20920999999999998,0.14827,0.067271,0.32659,-0.0098901,-0.015288999999999999,-0.06978200000000001,-0.19508,-0.1938,0.23948000000000003,-0.010205,0.11379,0.37614000000000003,0.3479,0.039214,0.14617
48,-0.026964,0.12721,0.282,0.27663000000000004,-0.078691,-0.36754000000000003,-0.11225,-0.09376,0.050531,-0.047567,-0.20395,0.18114,0.069651,0.33393,-0.0027981,0.040010000000000004,-0.040425,-0.19108,-0.19186,0.22708000000000003,-0.0059082,0.019739,0.38595999999999997,0.32829,0.046207,0.17633
49,-0.015852,0.097575,0.28944000000000003,0.27543,-0.08003500000000001,-0.35207,-0.07764800000000001,-0.014837000000000001,0.11412,-0.044217,-0.12088,0.10932,0.05731900000000001,0.31673,0.024144,0.064315,-0.018695,-0.18286,-0.18955999999999998,0.22371999999999997,0.020315,-0.032638,0.37735,0.315,0.064368,0.17893
50,-0.0011305999999999998,0.050506999999999996,0.31055,0.2833,-0.12354000000000001,-0.36263,-0.058963999999999996,0.061315999999999996,0.12297000000000001,-0.03877,0.0026076999999999997,0.027505,0.03682,0.31085999999999997,0.012177,0.051707,-0.0058801,-0.17523,-0.18165,0.22649,0.067825,-0.03539,0.36299000000000003,0.30371,0.11675999999999999,0.10186
51,-0.014172,0.021800999999999997,0.32555,0.29107,-0.19619,-0.34792,-0.023161,0.06115,0.02868,-0.046655,0.08419199999999999,-0.033461000000000005,0.019615999999999998,0.32047,-0.046231,0.046342,-0.034783,-0.1754,-0.17645,0.23678000000000002,0.097255,-0.021309,0.35302,0.307,0.12574000000000002,-0.02529
52,-0.040215,0.003617,0.31540999999999997,0.28286,-0.23315999999999998,-0.32795,0.002339,0.047719,-0.09515499999999999,-0.0072382,0.079636,-0.084788,0.033463,0.30999,-0.10815,0.022106999999999998,-0.08289500000000001,-0.17481,-0.18103,0.26402,0.079856,0.011466,0.34686,0.3407,0.067896,-0.066686
53,-0.027905000000000003,0.036422,0.28135,0.27015,-0.2052,-0.34498,0.0016254000000000002,0.034246,-0.14989,0.076334,-0.006684000000000001,-0.09046699999999999,0.078351,0.2819,-0.12072999999999999,0.007809,-0.062894,-0.1741,-0.18847,0.29565,0.062268,0.067308,0.34006,0.38282,-0.00012734,-0.052573
54,0.0055494,0.10454000000000001,0.26252,0.27312,-0.16825,-0.38409,-0.0094574,0.011651,-0.15487,0.1341,-0.09913200000000001,-0.018943,0.10484,0.27397,-0.06554299999999999,0.015449000000000001,-0.0010795,-0.17703,-0.18549000000000002,0.29811,0.062051999999999996,0.096647,0.33459,0.39954,-0.033424,-0.01438
55,0.015856,0.13302,0.27394,0.27756,-0.13614,-0.40406,-0.052637,0.0034931999999999997,-0.13473,0.13485999999999998,-0.090557,0.04834,0.046333,0.28979,0.033329000000000004,0.05412,0.026897000000000004,-0.18594000000000002,-0.17246,0.2786,0.066625,0.097615,0.34151,0.38572,-0.050647000000000005,0.058932000000000005
56,-0.027964,0.10124,0.25956999999999997,0.25145,-0.11204000000000001,-0.34734,-0.086339,0.006895699999999999,-0.084643,0.069741,0.027799,0.05201,-0.049848,0.23440999999999998,0.11599000000000001,0.12,0.022738,-0.19532,-0.16373,0.20240999999999998,0.050006999999999996,0.09310800000000001,0.2801,0.28574,-0.06379800000000001,0.10357000000000001
57,-0.08658500000000001,0.07074,0.14432999999999999,0.12739,-0.12714,-0.15916,-0.093115,0.0063416,-0.036491,-0.0034944000000000004,0.13721,0.028532,-0.054347,0.08520499999999999,0.13752,0.13338,-0.0085249,-0.19660999999999998,-0.16855,0.043117,-0.011662,0.089821,0.10619,0.080837,-0.11122,0.090673
58,-0.088995,0.071664,-0.022018,-0.047077999999999995,-0.16096,0.067699,-0.06492300000000001,-0.0029890999999999997,-0.047494999999999996,-0.039061,0.14923,0.0061348,0.026400999999999997,-0.06604,0.10265,0.069759,-0.045121,-0.19327,-0.17726,-0.12272999999999999,-0.063688,0.1277,-0.07192799999999999,-0.11548,-0.15909,0.025041
59,-0.056323000000000005,0.10436,-0.15565,-0.18400999999999998,-0.17534,0.2276,0.008659299999999998,-0.012190000000000001,-0.096602,-0.03549,0.15941,0.011298,0.1104,-0.1708,0.055664,-0.012235,-0.050638999999999997,-0.18905999999999998,-0.18525999999999998,-0.23542,-0.067717,0.1416,-0.18683,-0.22979000000000002,-0.11697,0.026382999999999997
60,-0.023332,0.14784,-0.22595,-0.2567,-0.15611,0.31718,0.063914,-0.051766,-0.07559099999999999,-0.047601,0.19201,0.049319,0.16495,-0.22316,0.022997999999999998,-0.039145,-0.027324,-0.1857,-0.19616,-0.28276999999999997,-0.042785000000000004,0.065262,-0.24854,-0.27721,-0.02304,0.059097000000000004
61,-0.021996,0.11789000000000001,-0.2479,-0.27102,-0.12838,0.34886999999999996,0.068218,-0.10568,-0.032727,-0.046039,0.11115,0.076269,0.17113,-0.22059,-0.0093112,-0.066545,-0.0040885,-0.18487,-0.19768,-0.28349,0.0017875999999999999,-0.022333000000000002,-0.2857,-0.28891,0.015578,0.045662
