0,0.13755,-0.031944,-0.031846,0.17369,0.00014047,-0.044866,-0.042162,-0.023494,-0.027629,-0.031138,-0.026581,-0.02917,0.049975,-0.042166,-0.041543,-0.030847,-0.055177,-0.054979,-0.046431,-0.031976,-0.031989,-0.018029,-0.01304,-0.029093,-0.029467
0.13755,0,-0.03325,-0.033125,0.084076,-0.051682,-0.046204,-0.043518,0.21953,-0.028805,-0.031853,-0.027295,-0.030324,0.15593,-0.052676,-0.051891,-0.031777,-0.056963,-0.057054,-0.048088,-0.032991,-0.032891,-0.045658,-0.045077,-0.030359,-0.030516
-0.031944,-0.03325,0,-0.028522,-0.034119,-0.051307,-0.02801,0.079724,-0.022324,-0.023812,-0.02743,-0.023611,-0.025994,0.025647,-0.052028,0.19655,-0.027416,-0.046109,-0.049039,-0.032699,0.11484,-0.02855,-0.047492,-0.045481,-0.02574,-0.026482
-0.031846,-0.033125,-0.028522,0,-0.03367,-0.050621,-0.027438,0.078882,-0.021661,-0.023779,-0.026885,-0.023855,-0.025952,0.026051,0.18691,-0.0525,-0.027268,-0.049172,-0.045918,-0.032729,-0.028449,0.1148,-0.045571,-0.047381,-0.026071,-0.025623
0.17369,0.084076,-0.034119,-0.03367,0,0.13583,-0.047144,-0.044729,0.12268,-0.028522,-0.032629,-0.027888,-0.030547,-0.038088,-0.059781,-0.060492,-0.032437,-0.05854,-0.05796,-0.049242,-0.033794,-0.03365,-0.053529,-0.053233,-0.031072,-0.031355
0.00014047,-0.051682,-0.051307,-0.050621,0.13583,0,-0.071526,-0.066672,-0.032273,-0.043389,-0.048879,0.0061346,-0.039495,0.038124,-0.045264,-0.044898,-0.036378,-0.088014,-0.087534,0.083498,-0.048284,-0.048366,-0.039545,-0.040045,-0.041337,-0.041619
-0.044866,-0.046204,-0.02801,-0.027438,-0.047144,-0.071526,0,0.15579,-0.030442,-0.021521,0.024793,-0.032509,-0.035558,-0.063264,-0.028537,-0.026431,-0.034731,0.068826,0.067172,-0.057598,-0.039712,-0.039505,0.099413,0.098527,-0.030589,-0.031103
-0.042162,-0.043518,0.079724,0.078882,-0.044729,-0.066672,0.15579,0,-0.029169,-0.026524,-0.035652,-0.030772,-0.033162,0.090615,-0.018842,-0.014697,-0.035755,-0.056326,-0.056335,-0.053007,-0.036242,-0.036067,-0.028224,-0.02787,-0.034045,-0.033443
-0.023494,0.21953,-0.022324,-0.021661,0.12268,-0.032273,-0.030442,-0.029169,0,-0.018418,-0.02128,-0.018552,-0.020383,-0.03485,-0.039456,-0.039736,-0.021225,-0.037458,-0.03754,-0.031733,-0.021614,-0.021982,-0.036352,-0.037093,-0.019942,-0.020067
-0.027629,-0.028805,-0.023812,-0.023779,-0.028522,-0.043389,-0.021521,-0.026524,-0.018418,0,0.18872,-0.019996,0.091816,-0.039514,-0.044295,-0.044873,0.10952,-0.022195,-0.023164,-0.0349,-0.024057,-0.024276,-0.036718,-0.036919,0.0010897,0.0021305
