0.0000		0.0000		0.0000
-0.0008		-0.0005		0.5524
0.0019		0.0008		0.8989
0.0031		-0.0009		0.2334
0.0034		-0.0015		0.8767
0.0028		-0.0044		0.2326
0.0029		-0.0037		1.0391
0.0051		-0.0038		0.9689
0.0071		-0.0050		0.4760
0.0039		-0.0040		0.1549
0.0055		-0.0012		0.4044
0.0053		0.0043		0.7338
0.0050		0.0063		0.0633
0.0053		0.0044		-0.1651
0.0036		0.0052		0.3746
0.0055		0.0045		1.6161
0.0029		0.0025		0.4561
0.0051		0.0063		1.1501
0.0083		0.0051		0.6838
0.0078		0.0065		0.3762
0.0031		0.0056		0.3935
0.0047		0.0053		0.4862
0.0046		0.0004		0.2804
0.0029		-0.0001		0.3258
0.0019		0.0002		-0.0451
0.0026		-0.0014		0.0396
0.0039		-0.0018		-0.4688
0.0017		-0.0006		-0.5236
0.0019		-0.0012		-0.4150
0.0001		-0.0023		0.2038
-0.0009		-0.0036		-0.0019
0.0016		-0.0042		0.8771
0.0013		-0.0038		0.3351
-0.0008		-0.0007		0.0521
-0.0014		-0.0037		0.2652
-0.0032		-0.0027		0.3511
-0.0035		-0.0029		0.7091
-0.0063		-0.0040		0.9955
-0.0064		-0.0056		1.1971
-0.0067		-0.0042		1.2356
-0.0062		-0.0015		0.9796
-0.0062		-0.0023		1.3799
-0.0074		-0.0039		1.8426
-0.0044		-0.0009		0.7803
-0.0075		-0.0008		0.9675
-0.0069		-0.0030		1.2619
-0.0054		-0.0004		1.3995
-0.0082		-0.0030		1.0551
-0.0129		-0.0015		1.2645
-0.0109		-0.0000		0.5606
-0.0092		-0.0018		0.8542
-0.0119		0.0006		0.6874
-0.0137		0.0031		1.0949
-0.0158		0.0045		0.5531
-0.0194		0.0009		0.3178
-0.0157		0.0029		-0.0152
-0.0137		0.0059		0.2757
-0.0131		0.0049		0.5825
-0.0128		0.0061		-0.6337
-0.0096		0.0061		0.1751
-0.0077		0.0083		0.3647
-0.0100		0.0106		-0.2744
-0.0094		0.0106		-0.0384
-0.0099		0.0120		-0.6117
-0.0088		0.0112		-0.7972
-0.0100		0.0113		-0.3557
-0.0095		0.0114		-0.3663
-0.0109		0.0120		-0.1002
-0.0133		0.0104		0.1038
-0.0150		0.0097		0.3115
-0.0142		0.0100		-0.1511
-0.0105		0.0068		-0.3618
-0.0097		0.0075		-0.5604
-0.0087		0.0043		-1.2682
-0.0059		0.0001		-2.0744
-0.0087		0.0004		-1.4715
-0.0079		0.0001		-1.2589
-0.0094		0.0016		-0.8257
-0.0088		0.0009		-0.6417
-0.0071		0.0038		-0.9755
-0.0012		0.0076		-0.4947
-0.0006		0.0092		-0.4028
-0.0013		0.0059		0.3323
0.0016		0.0017		0.4296
0.0013		-0.0032		0.6983
-0.0005		-0.0036		0.3820
-0.0019		-0.0019		0.3249
0.0009		-0.0008		-0.1718
-0.0013		0.0018		-0.4692
0.0019		0.0052		-0.2852
0.0023		0.0069		-0.9536
0.0006		0.0024		-1.2162
0.0011		0.0019		-0.1186
0.0015		0.0024		-0.2788
0.0043		-0.0002		-1.1059
0.0043		0.0022		-0.8448
0.0063		0.0029		-0.4999
0.0094		0.0046		-0.2152
0.0098		0.0041		-1.2933
0.0073		0.0024		-1.8385
0.0090		0.0034		-2.0357
0.0074		0.0028		-1.6782
0.0062		0.0038		-1.8655
0.0040		0.0060		-1.8609
0.0030		0.0036		-1.2670
0.0058		0.0022		-0.3355
0.0074		0.0038		-0.7922
0.0082		0.0031		-0.7671
0.0078		-0.0021		-0.0061
0.0088		0.0003		-0.1650
0.0047		0.0048		-0.6089
0.0025		0.0014		-0.3435
0.0014		0.0014		-0.4726
-0.0004		0.0008		0.8644
-0.0017		0.0041		0.3908
-0.0013		0.0064		0.9482
0.0004		0.0070		0.7701
0.0007		0.0082		0.8768
0.0019		0.0114		0.7595
0.0007		0.0134		1.1056
-0.0009		0.0115		0.8133
-0.0012		0.0111		0.3714
-0.0028		0.0118		0.1467
-0.0035		0.0092		0.6250
-0.0048		0.0079		1.3709
-0.0058		0.0095		0.6142
-0.0071		0.0085		0.7634
-0.0069		0.0050		0.9723
-0.0052		0.0019		0.9992
-0.0037		0.0023		0.9883
-0.0051		0.0019		1.3870
-0.0002		0.0010		1.7555
0.0006		0.0040		2.0888
-0.0001		0.0010		2.4623
-0.0013		0.0029		2.7865
-0.0040		0.0028		2.4354
-0.0031		-0.0001		2.6960
-0.0041		0.0014		2.4035
-0.0060		0.0003		2.0633
-0.0106		-0.0012		1.8204
-0.0107		-0.0032		2.3045
-0.0108		-0.0050		2.0731
-0.0076		-0.0030		2.3196
-0.0062		-0.0043		2.5642
-0.0042		-0.0071		1.9823
-0.0038		-0.0119		2.5352
0.0003		-0.0121		2.2193
-0.0008		-0.0110		1.6573
0.0018		-0.0123		1.7777
-0.0017		-0.0130		1.8802
