0.0000		0.0000		0.0000
-0.0019		0.0006		0.8613
-0.0039		-0.0020		0.5774
-0.0076		-0.0022		0.3660
-0.0072		-0.0007		0.0083
-0.0049		-0.0030		-0.4498
-0.0047		-0.0041		-1.2878
-0.0037		-0.0025		-0.5423
-0.0033		-0.0028		-1.4326
-0.0033		-0.0013		-1.5425
-0.0054		0.0026		-1.8911
-0.0043		-0.0005		-1.6552
-0.0025		0.0015		-2.1304
-0.0051		0.0027		-2.2669
-0.0064		0.0013		-1.6894
-0.0089		0.0021		-1.1133
-0.0085		0.0024		-0.0475
-0.0072		0.0014		-0.1929
-0.0046		0.0004		-0.8010
0.0001		0.0021		-0.7508
0.0036		0.0023		-1.9295
0.0008		-0.0004		-3.1762
0.0004		0.0000		-2.7688
0.0049		0.0008		-3.0145
0.0012		-0.0001		-2.0519
0.0021		-0.0000		-2.5451
0.0021		-0.0019		-2.4931
0.0065		-0.0017		-2.5825
0.0029		-0.0055		-2.9881
0.0062		-0.0072		-2.3834
0.0065		-0.0055		-2.6211
0.0091		-0.0083		-2.9340
0.0132		-0.0096		-3.3604
0.0108		-0.0098		-3.8660
0.0102		-0.0092		-3.4780
0.0110		-0.0097		-3.8576
0.0078		-0.0071		-4.1558
0.0070		-0.0080		-3.8221
0.0086		-0.0064		-3.2915
0.0075		-0.0065		-2.4863
0.0077		-0.0083		-3.2196
0.0039		-0.0064		-3.2975
0.0020		-0.0055		-3.9878
-0.0005		-0.0048		-3.5822
-0.0011		-0.0025		-3.5590
0.0046		-0.0020		-2.6471
0.0036		-0.0020		-1.0792
0.0024		-0.0025		-0.8809
0.0033		-0.0037		-1.1178
0.0064		-0.0027		-1.3088
0.0042		-0.0007		-1.8022
0.0023		0.0018		-1.6215
0.0040		0.0046		-1.5103
0.0064		0.0032		-1.1212
0.0047		0.0000		-1.4424
0.0080		-0.0013		-2.0180
0.0109		0.0010		-2.0499
0.0069		-0.0013		-2.3311
0.0095		0.0030		-2.4391
0.0098		0.0026		-2.4074
0.0076		0.0054		-2.2677
0.0057		0.0050		-2.0552
0.0040		0.0046		-1.7134
0.0034		0.0046		-1.9181
0.0021		0.0016		-2.3889
0.0040		0.0004		-3.1753
0.0045		0.0010		-3.5541
0.0046		-0.0013		-3.7369
0.0041		0.0032		-3.1486
0.0047		0.0054		-2.7139
0.0051		0.0077		-2.3552
0.0048		0.0065		-1.4668
0.0050		0.0045		-0.3437
0.0031		0.0048		-0.1875
0.0016		0.0047		-0.4686
0.0047		0.0082		-1.6692
0.0078		0.0071		-1.9243
0.0069		0.0061		-2.7583
0.0015		0.0063		-1.7458
-0.0029		0.0031		-1.5595
0.0004		0.0027		-1.8456
-0.0010		0.0044		-1.2565
-0.0015		0.0050		-0.9708
-0.0010		0.0051		-1.2769
-0.0043		0.0059		-0.8990
-0.0060		0.0027		-0.3686
-0.0043		0.0002		-0.0332
-0.0045		-0.0002		1.3246
-0.0046		0.0009		1.3639
-0.0059		0.0010		0.9142
-0.0045		0.0016		0.4669
-0.0032		0.0003		0.4632
-0.0017		-0.0007		0.6560
-0.0015		0.0029		-0.0276
-0.0001		-0.0015		0.3510
-0.0004		0.0003		0.8309
-0.0020		0.0017		0.9639
-0.0017		-0.0008		0.3465
-0.0018		0.0005		0.4993
-0.0016		-0.0007		1.3373
0.0005		-0.0025		1.5387
-0.0019		0.0012		1.3366
-0.0003		0.0019		1.1452
-0.0031		0.0005		0.4113
-0.0009		0.0000		0.4405
0.0035		-0.0020		1.1087
0.0025		0.0016		0.6246
0.0037		0.0009		0.4506
0.0013		0.0004		0.4374
0.0038		-0.0004		0.4859
0.0038		-0.0011		0.3236
0.0005		-0.0004		0.2973
0.0001		0.0029		0.1477
-0.0006		0.0019		0.8800
0.0003		0.0011		0.7213
0.0008		-0.0002		1.4833
-0.0002		-0.0025		1.7082
0.0002		-0.0038		2.3437
-0.0007		0.0026		1.2833
-0.0006		0.0027		0.5294
-0.0011		0.0009		-0.5745
-0.0030		0.0032		-1.3500
-0.0032		0.0063		-0.0672
-0.0018		0.0091		0.3333
-0.0021		0.0102		0.1172
-0.0018		0.0098		-0.5030
-0.0010		0.0070		-0.0173
0.0009		0.0081		0.3745
-0.0002		0.0085		0.5652
-0.0015		0.0057		0.1173
-0.0018		0.0046		0.5191
-0.0022		0.0045		0.5190
-0.0019		0.0001		1.0393
-0.0012		-0.0007		0.6657
-0.0008		-0.0012		0.5156
-0.0006		0.0019		0.2588
-0.0031		0.0032		-0.0291
-0.0056		0.0048		-0.0457
-0.0042		0.0046		0.1609
-0.0061		0.0056		-0.0744
-0.0061		0.0063		-0.5268
-0.0095		0.0026		-0.6314
-0.0095		0.0024		-0.9112
-0.0118		0.0008		-0.8435
-0.0129		0.0004		-0.3359
-0.0108		-0.0005		-0.6578
-0.0144		0.0001		-0.4767
-0.0115		-0.0019		-0.5308
-0.0099		-0.0030		-0.8679
-0.0100		-0.0038		-1.1253
